Gene,S001,S002,S003,S004,S060,S007,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S045,S070,S047,S092,S048,S049,S071,S050,S054,S055,S057,S094,S073,S074,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S029,S079,S061,S066,S031,S052,S076,S083,S090
ABLIM3,8.158423,6.2420816,8.497423,7.124845,7.9995623,7.872225,8.008884,7.5082827,7.7535043,6.8796706,8.039829,7.1165776,6.6429043,7.633735,7.74912,7.6229777,7.9974837,7.987244,7.715905,8.540006,8.379841,7.2929378,8.019701,6.7476406,7.436989,7.7033854,7.705329,7.5882096,7.730636,7.8772655,7.5656095,7.680181,7.548916,7.9320254,7.577174,8.655262,8.495445,7.9201374,7.2197566,7.7696705,8.201844,7.725671,7.9810987,8.138017,7.802636,7.6530027,7.838292,8.704399,7.0202746,7.729439,7.789205,8.019398,8.45628,7.702346,8.147044,8.030349,8.546302,7.977683,8.50555,8.448403,8.259857,7.5220604,8.417911,6.8337555,6.15361,7.591406,8.351285,8.190611,7.7948365,8.094892,7.831295,7.634946
ABR,9.558365,9.525224,8.802373,8.74392,8.130236,7.8275313,9.080423,9.025056,9.271214,9.171505,9.427523,9.630898,8.695273,8.491862,9.355998,9.106758,8.978762,10.107264,8.663258,9.373458,10.511259,9.436487,8.646349,8.332851,9.435811,7.5406513,8.27998,7.124733,6.331643,7.776558,8.500658,8.894584,9.392202,8.887518,7.533306,9.256779,9.8358135,10.122485,8.573205,8.395711,8.52437,9.198115,8.2362995,8.129971,10.66305,9.708206,9.056974,8.112255,7.924562,8.836529,8.674414,9.083254,8.686961,7.96209,8.891208,8.969999,8.987023,8.8666115,9.414913,8.549668,10.381511,7.839521,10.22515,9.43628,7.6698136,9.336613,10.64171,9.54244,10.175452,8.961476,9.469992,8.025164
ABRAXAS2,8.940298,8.9433565,8.711148,9.207401,8.670355,8.506147,8.693439,8.573134,9.124283,9.258172,9.242809,8.556161,8.712377,8.445887,9.2172985,9.086401,9.179082,8.99986,8.680692,9.286462,9.447002,8.924595,9.002865,8.324948,9.146589,8.696815,7.4275956,7.700667,7.6772075,8.037632,8.891093,9.050967,9.969308,8.914658,8.07618,8.945932,9.525,8.935686,8.706571,8.84669,9.274701,9.378327,8.90627,8.253667,9.210532,9.397391,9.2356,8.427224,8.649659,8.858439,9.173246,8.583252,9.0265045,8.304847,8.811959,9.47979,8.936663,8.677317,9.277151,8.674509,9.228147,8.263585,9.436762,9.603057,7.5932207,9.344587,9.396806,9.63085,9.509528,9.498005,9.314503,8.333458
ACAA1,9.102295,9.024927,8.438708,8.890859,8.508996,8.02103,9.082424,8.63887,8.998381,9.7829485,9.280842,8.115564,7.7148466,8.305383,9.38748,8.208511,8.849879,9.198686,8.021535,8.903272,9.227403,9.050702,8.171517,8.719003,9.277413,7.7126145,7.4834776,7.4901886,7.0574217,7.8074884,8.938952,9.358214,9.365496,8.909933,7.802946,9.805748,8.978889,9.224616,8.631034,8.656815,8.455198,8.898884,8.838533,8.578588,8.524442,9.635365,8.945918,8.443569,8.067379,8.725951,8.306689,8.013371,8.748595,7.573102,8.713007,9.018677,8.905224,8.284662,9.311328,8.061637,8.409818,8.774137,8.925646,9.754484,8.151977,9.402778,8.987978,9.680534,10.001974,8.755719,9.457363,8.423484
ACAA2,8.965349,9.044293,8.752797,9.505277,10.360583,9.491384,10.19336,9.1431675,9.637722,10.01676,9.574821,8.722644,9.139488,8.726847,9.8386345,9.139876,9.626199,9.474564,9.221696,10.552977,9.924767,9.881102,9.989166,8.854683,10.203999,8.621758,8.156452,8.067986,9.0351305,7.9089155,9.605553,10.14144,10.759497,9.593315,8.59925,11.178226,10.179976,10.183697,9.431736,9.658409,9.836664,9.853186,10.274166,8.899167,9.779446,10.126422,9.749667,9.774662,9.719059,9.234739,9.66968,9.3150215,9.568246,8.515571,9.143185,9.686443,9.325829,8.948106,10.79982,9.031475,9.428905,9.766612,9.873084,10.894531,8.126477,10.65205,9.725536,10.063375,10.236959,9.55529,10.008316,8.829404
ACACA,7.987259,8.121647,8.250137,8.647098,9.5097065,8.62263,7.8570304,8.426842,8.273826,8.31203,8.1751375,8.225624,8.866245,7.9277005,8.424599,8.24693,8.69595,8.23822,9.060896,9.033654,8.709616,7.888554,9.789223,7.368856,8.233096,7.3102994,7.2981124,8.134619,8.556378,7.7989464,9.169263,8.560132,9.10769,8.626528,8.567294,9.124917,8.225588,8.04245,8.993019,8.009178,9.599382,7.6222134,9.259539,8.267638,8.337843,8.059572,9.0156975,9.230337,8.98653,8.168957,8.340144,7.8106947,8.260533,7.91812,7.7916374,9.117934,7.7731323,8.021223,9.668159,8.247518,8.487323,8.185893,8.363508,8.864356,8.175056,9.169255,8.843095,8.23957,8.496147,8.771481,8.1950865,8.0710945
ACAD8,8.523502,7.847308,9.11042,9.013992,8.99079,8.183173,8.855402,8.523806,8.889126,9.7152815,8.996923,8.441842,8.810711,8.363062,9.310806,8.919006,9.16236,9.113459,8.461543,9.628175,9.254688,8.820196,9.143742,8.564218,9.487364,8.239767,8.092327,8.397109,8.00007,7.897959,8.829812,9.577642,10.104103,8.95115,8.448126,9.611037,9.329432,9.2743845,8.949836,8.903682,8.956876,9.364273,8.642241,8.566061,9.547682,9.144172,9.4636755,8.753578,8.762063,8.946277,8.820901,8.608036,9.258381,8.2845,8.9807,9.308258,8.63966,8.604338,9.581729,8.798493,9.409929,8.694364,9.488053,9.315926,8.450597,9.108257,9.247251,9.5963745,9.444623,9.164628,9.121204,8.969562
ACAD9,8.705538,8.780965,9.019676,8.994251,9.3125105,8.648413,8.905746,8.23804,9.011867,9.584447,9.245186,8.301862,8.703265,8.419034,9.351286,8.777526,9.010137,9.14088,8.518924,9.634362,9.288967,8.936545,9.159191,8.466826,9.503935,8.734376,7.8916907,6.3084755,8.146075,7.636328,8.630596,9.315578,9.672256,9.001034,8.158245,9.834793,9.328368,8.46241,8.850426,9.259089,9.217227,9.308491,9.152941,8.562279,9.165357,9.234823,9.461086,8.888797,8.327873,8.322092,8.902212,8.500793,8.985359,8.102391,8.464231,9.323754,8.81155,8.896689,9.773093,8.229918,9.6041765,8.057799,9.593644,9.611549,7.5182023,9.608828,9.435791,9.491367,9.444397,9.297809,9.071277,8.212405
ACADM,9.143142,8.85626,9.321118,9.707488,9.613958,9.049559,9.485563,8.737648,9.079627,10.761017,9.561134,8.234108,8.994858,8.849234,9.801841,9.435033,9.79097,9.126137,8.825759,9.871966,9.450922,9.156083,9.955714,8.889816,10.053143,8.728703,8.0739565,6.738043,8.72963,7.752437,9.004675,10.414588,10.645922,9.208569,8.275805,10.636261,9.446669,8.723921,9.406117,9.481122,9.423074,10.673944,9.5799265,8.938303,9.926623,9.486849,9.691263,9.119347,9.259343,9.029832,9.819177,8.487725,9.73796,7.9339447,9.168132,9.940459,9.0381775,9.018196,10.288546,8.817541,9.620496,9.036763,9.661949,10.233966,7.629918,9.692821,9.583744,10.37819,9.741016,9.668088,9.7209215,8.368003
ACADS,9.060067,8.244537,9.505618,9.853889,10.510481,9.98658,9.712372,8.893254,9.637812,10.166442,8.713943,8.806508,9.3791275,8.817474,9.770679,9.068613,9.848268,9.214,9.494974,10.793777,9.855768,9.292638,10.265941,9.061123,9.317397,8.13307,7.764585,7.776634,9.224046,8.034061,9.896417,10.010872,10.946124,9.7985935,9.080754,11.594558,9.533114,9.475436,9.720728,9.589714,10.638757,9.046006,10.509884,8.655508,9.380864,9.984311,9.954565,9.763335,9.851203,8.686011,9.426472,8.443511,9.326684,8.662097,9.216964,9.96366,8.759673,8.527216,11.053606,8.930602,9.686777,9.024682,9.8720875,10.548347,8.017669,10.199937,9.958176,9.8922415,10.149509,9.984511,9.116644,8.573118
ACADSB,8.775667,8.425623,9.032271,8.838327,9.007134,7.886829,8.7654505,8.099102,8.690847,9.433622,8.96745,8.353198,8.476719,8.389062,8.895716,8.556397,8.820714,9.094574,8.071194,9.241031,9.510854,8.415889,8.830302,8.275988,8.840375,7.9968953,8.07389,6.860726,8.184,8.468671,8.302142,9.166681,9.525948,8.755368,7.9082313,9.526658,9.219191,8.635935,8.585614,8.812735,8.683214,9.256812,8.576967,7.8667135,9.691801,8.730551,8.952431,8.425735,7.8506293,8.279655,8.532006,8.7228775,8.680868,7.804266,8.356285,8.948173,8.33512,8.586141,9.568861,8.034856,9.365849,7.5398626,9.517701,9.072148,7.4526634,8.77906,9.483881,9.398055,9.076267,8.861389,8.553,8.107325
ACADVL,9.517658,9.976135,10.277114,10.391492,10.852986,9.982192,10.873712,10.228969,10.279181,10.781244,10.363237,9.277883,10.115953,9.699535,10.659549,9.637605,10.360851,10.609541,9.775852,11.085377,10.797452,10.856611,10.860831,9.62694,11.039436,9.426747,9.126977,8.880687,9.283805,9.075346,10.046719,10.916269,11.070493,10.795661,9.422545,11.37904,10.466954,10.248988,10.333958,10.365078,10.750883,10.622588,10.904874,9.575422,10.871821,11.090711,10.570924,10.499241,10.641172,9.163793,10.272763,9.770863,10.19479,9.379921,9.91393,10.723972,10.372509,10.106533,11.481983,9.29884,10.633679,10.318519,11.358756,11.399347,9.277671,11.298589,10.75453,11.040387,11.055042,10.73076,10.472774,9.15074
ACAN,12.973723,9.812752,13.027844,8.116708,9.264009,9.649369,10.119653,9.529063,9.583673,9.171729,11.1139345,10.256058,8.950316,11.205213,9.929479,11.459696,8.802962,10.92982,7.658469,9.92014,10.661982,10.274741,8.743541,9.663113,8.529878,7.905701,10.532637,10.005241,7.780405,6.6319723,10.349106,9.803645,6.9680767,9.958766,7.4734716,10.35578,11.255393,11.595766,11.607631,8.640611,8.071981,8.834728,7.22221,7.7889857,11.877726,10.35924,11.698869,8.418026,8.712577,9.262266,7.8279476,11.987484,8.940696,9.706977,8.666218,7.6918406,11.153009,10.459679,10.080203,8.094273,12.481033,7.9575124,10.77667,7.66375,8.986364,7.4450397,12.712563,9.807298,10.694637,8.908825,10.859394,9.333731
ACAP2,8.289825,8.6139145,7.1478376,8.874549,8.464304,8.131717,8.671041,8.66819,8.819122,8.905806,8.829948,8.429185,8.130495,8.223876,8.91584,8.662145,8.969009,8.491426,8.262516,8.445476,8.919434,8.487224,8.839682,7.8737407,8.742682,8.083848,6.824398,7.55726,7.341157,8.125177,8.097764,8.59925,9.729357,8.422242,7.774389,8.517903,9.159416,8.562127,8.23725,8.6112385,8.442661,8.846732,8.071879,8.138442,8.7342,8.772324,8.902825,8.145055,8.282745,8.936579,8.791631,8.169436,8.718113,8.015499,8.369971,8.418814,8.433513,8.380426,8.617096,8.352113,8.571641,8.149953,8.666132,9.189016,7.741177,9.078721,9.042146,9.165135,8.9161625,8.948265,8.865559,8.435978
ACAT1,10.175944,9.023171,10.547005,10.10502,10.845969,9.280324,10.010143,8.497985,9.829154,10.602416,9.949354,9.254835,10.309378,8.735897,10.274003,9.477631,9.905212,10.087058,9.300015,10.896313,10.66154,9.895273,10.453633,9.005217,10.046781,8.428036,9.458243,7.47265,9.747858,7.3845754,9.792017,10.580805,10.966916,10.1360855,8.891848,11.503122,10.005733,11.251509,9.668931,10.02023,9.80143,10.806741,9.79958,9.072849,11.1092615,9.829331,10.18535,9.88243,9.282811,9.066143,9.725695,9.901122,10.0865755,9.226464,9.133853,10.630259,9.240401,9.468957,11.195187,9.664126,11.009713,9.089251,10.639913,10.535946,7.615695,10.391909,10.705946,10.721309,10.235616,10.222974,9.598749,8.902074
ACAT2,9.610892,9.745681,8.361135,9.2601,9.330692,9.538497,9.845777,9.516062,9.154959,9.641273,9.739879,9.593486,8.920105,9.460071,9.688108,9.826266,9.875808,10.038244,9.680543,9.459668,10.04297,9.191372,9.518362,9.179345,9.131553,9.957381,8.612263,8.209045,7.807034,9.206682,9.189408,8.9352045,10.0867,9.138475,9.300623,8.989784,9.422628,9.827647,9.076863,9.646724,9.481761,9.244092,9.444083,9.359377,9.879824,8.986359,9.191314,9.417058,9.404175,8.95147,9.047314,8.622473,8.213038,9.31008,9.3591385,9.622935,9.388854,8.919275,9.778803,8.458762,8.797403,8.626423,9.797283,9.233957,8.788107,9.1275835,10.298135,9.484493,9.400977,10.277716,8.954464,8.3616085
ACBD3,8.817971,9.338477,8.3069725,9.91539,8.2733755,8.2207575,9.228596,8.780254,9.337134,10.276278,9.730176,8.87229,8.272803,8.80269,9.989562,9.393878,9.461643,8.977706,8.414741,9.019672,9.416163,8.97489,8.715655,8.664403,10.094879,8.160558,7.4995346,7.966477,7.4165816,8.055559,8.741878,9.817067,9.682461,8.865578,7.8582625,9.088768,9.812251,8.936403,9.264962,9.12661,8.834337,10.245678,8.3513775,8.561619,8.931015,9.671446,9.317574,8.284799,8.718997,8.954879,9.675261,8.234884,8.8921385,7.8676624,8.945978,9.258403,9.090656,8.587503,9.09535,8.309504,8.927421,8.306277,8.701506,10.523883,8.014005,9.480275,9.295102,10.328896,9.767659,9.38936,9.505418,8.602168
ACBD5,8.301171,8.292257,8.559295,8.485843,8.253714,8.137651,8.656251,8.72127,8.656603,8.805734,8.754266,7.9207907,7.9437447,7.635005,8.887012,8.560998,8.412597,8.510503,8.089233,8.819731,8.442958,8.510668,8.343991,8.296131,9.26259,7.7659664,8.112091,8.006529,8.139082,7.1305227,8.758477,8.958608,8.685026,8.482275,8.025109,9.178673,8.439051,8.377969,8.528888,8.872016,8.730394,8.494341,8.532945,8.127445,7.615477,9.222382,8.524399,8.043351,8.2019205,8.853358,8.952598,7.9641924,8.514407,7.5024266,7.7124286,8.634442,8.594166,7.857343,9.027938,8.015508,8.205523,8.7902355,8.256976,8.8552885,7.787259,9.143897,8.331078,9.185531,9.572609,8.787918,9.038576,8.632066
ACE,8.026055,8.19361,7.6514015,9.198973,8.461928,8.845846,9.496344,8.368375,9.37951,9.984966,8.990469,8.048809,8.1041565,8.15149,9.612858,9.220065,9.456532,8.167626,8.229101,9.323694,8.454666,9.146635,9.252328,8.903967,9.021556,9.373678,7.184218,7.5978065,7.5511184,8.579942,9.737135,9.542283,8.704893,9.703131,8.761766,9.226752,9.264855,7.884075,9.23172,9.377468,9.646684,9.564056,8.928876,9.357024,8.743336,9.636532,9.586006,9.059923,9.723177,8.800151,8.974683,7.7766075,7.8226433,8.091974,8.887586,10.009274,8.506948,8.360626,9.238548,8.351207,7.9904847,9.386387,8.804133,9.432208,7.635829,9.538094,8.110826,9.767792,9.36819,9.534057,8.939704,8.258532
ACIN1,8.3214445,8.29087,8.84686,9.073101,8.089908,7.972562,8.528578,8.351351,8.713304,9.174931,9.020979,8.36053,8.388741,8.024584,9.137421,8.174474,9.162554,8.135886,8.2347355,8.678626,8.739683,8.289351,8.631619,8.079854,9.218915,8.324981,7.1492605,6.76643,7.5207405,7.7905383,8.13273,8.779291,10.02983,8.837475,7.945092,8.861834,8.9508295,8.330579,8.6993885,8.7937565,8.523848,8.896251,7.9884048,8.546339,8.410696,9.0874,8.935767,8.218623,8.402229,9.242781,8.972396,8.357582,8.708509,7.9304843,8.493962,9.118898,8.685309,8.445679,8.976012,7.8687415,8.860228,7.7957683,8.928287,9.304759,6.7609224,9.045478,8.680607,9.700493,8.958817,9.01003,8.86326,7.991814
ACLY,9.786376,9.901915,9.3828,9.907704,9.7509,10.017245,10.065365,9.8632345,9.833848,10.090888,10.108396,10.18676,9.710725,10.054966,10.214342,9.810033,10.302639,9.931086,9.999389,10.077839,10.088045,9.647767,10.208199,9.756899,10.311893,10.195426,8.14868,8.603481,8.896651,9.216563,9.474927,9.726729,10.690252,9.503457,9.931235,9.769562,10.116242,9.823011,9.582317,10.283477,10.226133,9.403246,9.813695,9.830129,9.832299,9.832492,9.995681,9.780065,10.111671,8.590832,9.802833,8.918707,8.843215,9.561561,9.845133,9.538158,9.607757,9.591961,10.832194,9.315156,9.984059,8.988116,9.679454,10.3968315,9.31404,10.08547,10.320112,10.215808,10.012007,11.270023,9.979779,9.014201
ACO1,9.77269,10.455674,7.941981,9.281866,9.646822,8.728846,9.1084175,8.703643,9.984643,9.687513,9.548366,9.675692,8.341787,8.708612,9.759213,9.913585,9.610166,10.346003,9.401672,9.57435,10.94928,9.844914,9.945135,8.267922,9.581863,9.127241,8.09267,8.07175,7.9739456,8.0519905,9.495773,9.378676,10.434085,9.631202,8.414914,9.574063,10.242621,10.086917,9.071475,9.07543,10.473305,9.819133,10.360979,8.328076,10.500754,9.79236,9.625464,10.058682,9.40561,8.370478,9.241529,8.660017,8.510678,8.864035,8.949431,10.03502,9.494645,9.044994,10.005058,8.672843,9.340643,8.058266,10.036327,10.841557,7.839226,10.068133,10.887896,9.9029,10.526751,9.736612,9.532022,8.031441
ACO2,10.060162,10.010522,9.983972,10.594298,10.696609,9.609928,10.611153,9.519372,10.152231,11.600347,10.654783,9.457493,9.816575,9.715197,10.808844,10.190333,10.463651,10.424574,9.459021,10.619509,10.974049,10.254969,10.819261,9.712118,10.987705,8.884467,9.500977,8.036533,9.0905,8.174653,9.760831,11.281694,11.420416,9.974319,8.576175,11.264152,10.25141,11.230359,10.120274,10.306472,10.130989,11.060187,10.134883,9.394614,11.060199,10.56639,10.464792,9.876525,9.978121,9.283405,10.655553,9.570595,10.271289,9.031577,9.776278,10.847389,9.957616,9.981827,11.165573,9.426141,10.617354,9.60146,10.739262,10.827932,8.56246,10.676597,10.58436,11.3178215,11.016104,10.766107,10.248749,8.845502
ACOT1,8.974041,8.950107,9.375254,9.116938,10.105167,9.565081,9.24366,7.9702926,9.057839,9.738122,9.083176,9.520812,9.528672,8.370136,9.344384,8.703175,9.409143,9.82481,9.200477,10.104557,10.908981,9.648606,10.278262,7.936775,9.625015,8.406803,8.640644,7.2262864,9.22051,7.364844,9.364169,9.719262,9.96057,9.363924,7.734268,11.088474,9.351075,10.588742,9.286391,8.832063,9.812763,9.350049,10.143026,8.320229,10.692816,9.472369,9.457338,10.0766945,8.817326,7.5341916,8.937687,8.703835,8.672815,8.494473,8.876266,9.616901,8.736868,8.649769,10.603434,9.122267,10.240371,8.663253,10.196352,10.374209,7.301099,9.904449,9.632748,9.457038,9.454634,9.222103,9.50628,7.623392
ACOT13,9.628035,9.856767,9.103685,9.541895,10.237817,9.215695,10.235525,9.4997015,9.733968,10.448717,10.057327,8.974133,9.020357,9.141134,9.948352,9.895201,9.832208,9.663943,9.058577,10.0779705,10.089717,9.879885,9.807168,9.205409,10.246873,9.716368,8.819018,7.9137025,8.612662,8.390751,9.815646,10.391712,10.286396,9.671915,8.727759,10.851541,10.011357,10.662623,9.213846,9.472672,10.161422,10.31815,9.829401,8.871985,10.233411,10.152545,9.802412,9.528017,9.336211,9.283514,9.759668,8.925998,9.512726,8.237186,9.513465,10.378225,9.878148,9.355622,10.835429,8.99724,9.548909,9.914214,9.892946,10.322074,8.576128,9.948846,9.898407,10.451061,10.535406,10.276011,10.649729,9.029932
ACOT7,9.456429,10.176335,8.712039,9.829134,9.052053,9.228724,10.538107,9.395988,9.665219,9.557137,9.89835,9.527106,9.332506,9.279251,9.936813,9.571596,9.907895,9.573109,9.7361555,10.704174,10.133755,9.738811,9.250252,9.687232,10.393724,9.526006,8.348707,8.686846,8.263918,9.496865,9.856634,9.779445,9.984239,9.675431,9.19337,9.605913,10.142472,9.523619,9.646874,9.454655,10.466854,9.563205,9.017042,9.708351,9.400622,10.017119,10.037999,9.075595,9.028357,8.9651165,9.103911,8.259013,8.712429,9.549098,9.604316,9.0873165,10.376481,9.203832,11.638368,9.191197,9.213665,8.636097,9.350507,9.987857,9.160917,9.92236,9.780471,10.072325,10.978508,12.371436,10.321642,9.258864
ACOT8,8.184231,9.027041,8.118286,8.794773,8.606719,8.032794,9.170549,9.128076,8.483148,9.727647,8.991799,7.8841877,8.302847,8.602656,9.190953,8.116904,8.938615,8.284457,8.595759,8.989214,8.7344885,8.816132,8.142137,7.910468,9.174723,7.6325026,8.108701,7.219602,8.206438,8.779608,8.878059,9.023588,9.565127,8.806545,8.07332,9.13602,8.760175,8.752623,8.34365,8.432938,8.612534,8.953293,8.286229,8.452288,8.013794,9.17068,8.933194,8.375702,7.8873606,8.329473,8.386314,8.2778,8.024903,8.216429,8.214708,8.352647,8.596431,7.776789,9.093514,8.157004,8.716174,8.162531,8.57061,9.318564,7.843735,9.221129,8.086513,9.500129,9.153981,8.196502,9.26639,8.211779
ACOT9,9.909787,9.371166,9.912252,9.333299,9.074861,8.217401,9.766289,8.537878,9.757563,9.87033,10.042612,9.3479,9.272326,8.86787,9.823796,9.15404,9.344621,10.028957,8.375893,9.934823,10.586066,9.575683,8.400112,8.861612,9.644918,8.32839,8.834854,7.9494386,8.383425,7.713384,9.085939,9.702955,9.750639,9.431741,8.191198,10.316555,10.14709,10.3611355,9.241839,9.564682,8.88676,9.676911,8.7259445,8.604393,10.46607,10.078339,10.106149,8.627592,8.08204,8.902138,8.802985,9.427179,9.428699,8.418733,9.24705,9.76679,9.342531,9.518215,9.84225,8.709129,10.630202,8.944064,10.416936,10.031317,8.146519,9.825811,10.430543,10.25722,10.503779,9.548646,9.826868,8.656229
ACOX1,8.281044,8.740078,7.6895285,8.428709,8.594116,8.794944,9.13393,9.674154,8.610793,8.799067,8.961984,7.639941,7.892634,8.528601,8.821777,8.493134,8.793603,8.366121,8.38981,8.411032,8.777746,8.620701,8.844204,8.069392,9.398194,8.677305,7.599186,7.4942083,7.4897957,8.994406,8.743922,8.888498,8.598391,8.426391,7.7526736,9.525575,8.786424,9.196244,8.223212,8.0677395,8.841793,8.064738,8.880165,8.322292,8.144097,8.693401,8.530889,8.660895,8.65906,8.089277,8.7231245,7.59514,8.30358,7.1991453,8.69429,8.287011,8.699356,8.45626,9.111836,7.9752965,8.048459,8.74686,8.38134,8.969123,8.333524,9.140234,8.432032,9.052919,9.520541,8.649152,9.278651,8.090801
ACOX3,8.890837,9.204728,8.485689,8.390937,7.9316206,7.4533,8.607324,8.407085,8.307136,8.964882,8.629713,8.280427,8.089736,8.056039,8.908675,8.466326,8.362816,8.7649,7.869069,8.192914,9.282465,8.397197,7.8999496,8.067938,9.150801,8.223643,7.6438856,7.7002664,7.066094,7.904813,8.250782,8.589793,8.727879,8.549154,7.631717,9.173138,9.102419,8.590351,8.204778,8.321347,8.476515,7.978703,8.099907,7.96015,8.675409,8.6059475,8.7255125,7.9093423,8.040105,8.622838,8.585575,7.683621,8.476539,7.9193673,8.172929,8.576134,8.390111,8.250602,8.607372,7.6422834,9.038088,7.890648,8.604248,8.923599,7.6720705,8.591425,8.919658,9.017312,9.346442,8.328619,8.662212,7.5624294
ACP1,10.658371,9.9866085,9.727035,10.95357,10.102877,10.436217,11.0998,10.468739,10.449645,10.611522,11.089003,10.844496,10.184325,10.632108,11.005829,10.948105,10.879885,10.403601,10.802746,9.526766,10.651254,10.305326,10.694606,10.612942,10.288312,11.9614935,9.091951,9.728895,9.51503,9.659107,10.341219,10.628415,10.791308,10.12419,10.398322,9.958298,10.783772,10.432544,10.1769085,10.915849,10.311714,10.44521,10.28528,10.814945,10.766304,9.9199915,9.60466,10.175953,10.426275,9.2508545,10.339238,9.084557,9.370336,10.946488,10.229615,9.444578,10.095058,10.442583,10.103009,10.116768,10.201872,9.686685,10.517877,10.538544,10.076683,10.367869,10.665633,10.580752,10.810641,10.269923,10.42525,8.406278
ACP2,8.892348,9.853878,8.393098,9.745254,8.6894,8.271296,9.880151,11.144293,9.513239,10.29323,9.613392,8.347998,7.5978065,9.250059,10.064351,9.284595,9.330376,9.294706,8.266749,10.48081,9.360891,10.256392,8.936624,9.671785,11.03677,7.9486413,7.470833,7.9833364,7.7665963,8.710571,9.972454,10.264304,10.008205,9.554476,8.2509575,10.350316,8.953034,9.12589,9.454558,9.156954,9.162006,9.680606,8.822183,9.134108,8.644635,10.598302,9.31835,8.322686,9.032268,8.207749,9.366718,8.352707,8.729672,8.769904,9.732895,9.995037,9.918423,8.616604,9.245876,8.033157,8.5295105,9.640268,8.872243,10.349375,9.299872,10.5721035,8.980568,10.231527,10.836625,9.612845,10.626312,8.487531
